,timestamp,name,text,tokens,bigrams,most_probable_topic,topic_terms,topic_probability
10,[00:08:04.11],Liz,"Well true and with the- with the new terrain project- because of the MSP requirements you had to have partnerships between higher ed faculty and in-service teachers so it was a natural fit um it accomplished more goals than we initially um might have thought, um and maybe I should save the rest for another question cus I don't wanna you know wander all over the place but uh. Just trying to return to the- let's see to the- to the first question, um what was the education policy and budget situation when Connecticut adopted, and- and knowing that we weren't elite states knowing that at that time when NGSX was published in 2013 our state and most other states were deeply immersed in trying to implement the Common Core state standards, um we adopted Common core in 2010 um it quickly became controversial after the adoption uh it became difficult to help teachers understand what the shift in teaching's gonna be and so in our state and in many others by 2013 that was the focus there was Common core and there was no uh no interest in saying oh let's adopt more standards right now too that would be great for teachers um when you say it was a long slow slog to get to NGSX adoption, it had to be it was very deliberate we were- we were you know still birthing the baby of Common core teachers were um frustrated teachers were under pressure uh there were looming new state tests that would be based on Common core and all of a suddent teachers evaluations in hiring and firing were gonna be based on those state test scores, it was a very difficult time for teachers and for administrators because they were suddenly gonna be held very accountable for standards that they barely knew, so [laughs]the idea of adopting new science standards at that same time was really unthinkable, so the benefit of having waited 2 years was that it gave us time not to ignore it but to plan for implementation and be ready for adopting and implementing when the adoption occured, so- and I can talk more about that it's kind of hard to separate everything into-","['well', 'true', 'new', 'terrain', 'project', 'msp', 'requirements', 'partnerships', 'higher', 'ed', 'faculty', 'inservice', 'Teachers', 'natural', 'fit', 'accomplished', 'goals', 'initially', 'might', 'thought', 'maybe', 'save', 'rest', 'another', 'question', 'cus', 'wan', 'na', 'know', 'wander', 'place', 'trying', 'return', 'let', 'see', 'first', 'question', 'education', 'policy', 'budget', 'situation', 'Connecticut', 'adopted', 'knowing', 'elite', 'states', 'knowing', 'time', 'NGSX', 'published', '2013', 'state', 'states', 'deeply', 'immersed', 'trying', 'implement', 'common', 'core', 'state', 'standards', 'adopted', 'common', 'core', '2010', 'quickly', 'became', 'controversial', 'adoption', 'became', 'difficult', 'help', 'Teachers', 'understand', 'shift', 'teaching', 'gon', 'na', 'state', 'many', 'others', '2013', 'focus', 'common', 'core', 'interest', 'saying', 'oh', 'let', 'adopt', 'standards', 'right', 'would', 'great', 'Teachers', 'say', 'long', 'slow', 'slog', 'get', 'NGSX', 'adoption', 'deliberate', 'know', 'still', 'birthing', 'baby', 'common', 'core', 'Teachers', 'frustrated', 'Teachers', 'pressure', 'looming', 'new', 'state', 'tests', 'would', 'based', 'common', 'core', 'suddent', 'Teachers', 'evaluations', 'hiring', 'firing', 'gon', 'na', 'based', 'state', 'test', 'scores', 'difficult', 'time', 'Teachers', 'administrators', 'suddenly', 'gon', 'na', 'held', 'accountable', 'standards', 'barely', 'knew', 'idea', 'adopting', 'new', 'Science', 'standards', 'time', 'really', 'unthinkable', 'benefit', 'waited', '2', 'years', 'gave', 'us', 'time', 'ignore', 'plan', 'implementation', 'ready', 'adopting', 'implementing', 'adoption', 'occured', 'talk', 'kind', 'hard', 'separate', 'everything']","['well', 'true', 'new_terrain', 'project', 'msp', 'requirements', 'partnerships', 'higher_ed', 'faculty', 'inservice', 'Teachers', 'natural', 'fit', 'accomplished', 'goals', 'initially', 'might', 'thought', 'maybe', 'save', 'rest', 'another', 'question', 'cus', 'wan_na', 'know', 'wander', 'place', 'trying', 'return', 'let', 'see', 'first_question', 'education', 'policy', 'budget', 'situation', 'Connecticut', 'adopted', 'knowing', 'elite', 'states', 'knowing', 'time', 'NGSX', 'published', '2013', 'state', 'states', 'deeply', 'immersed', 'trying', 'implement', 'common_core', 'state', 'standards', 'adopted', 'common_core', '2010', 'quickly', 'became', 'controversial', 'adoption', 'became', 'difficult', 'help', 'Teachers', 'understand', 'shift', 'teaching', 'gon_na', 'state', 'many', 'others', '2013', 'focus', 'common_core', 'interest', 'saying', 'oh', 'let', 'adopt', 'standards', 'right', 'would', 'great', 'Teachers', 'say', 'long', 'slow', 'slog', 'get', 'NGSX', 'adoption', 'deliberate', 'know', 'still', 'birthing', 'baby', 'common_core', 'Teachers', 'frustrated', 'Teachers', 'pressure', 'looming', 'new', 'state', 'tests', 'would', 'based', 'common_core', 'suddent', 'Teachers', 'evaluations', 'hiring', 'firing', 'gon_na', 'based', 'state', 'test', 'scores', 'difficult', 'time', 'Teachers', 'administrators', 'suddenly', 'gon_na', 'held', 'accountable', 'standards', 'barely', 'knew', 'idea', 'adopting', 'new', 'Science', 'standards', 'time', 'really', 'unthinkable', 'benefit', 'waited', '2', 'years', 'gave', 'us', 'time', 'ignore', 'plan', 'implementation', 'ready', 'adopting', 'implementing', 'adoption', 'occured', 'talk', 'kind', 'hard', 'separate', 'everything']",1,"['know', 'think', 'state', 'time', 'NGSX', 'Science', 'Teachers', 'say', 'get', 'way']",0.9949678778648376
11,[00:11:06.27],Jean,"I- I know well the other- the other probably little piece is that the timing of the release of the framework and then the release of NGSX and I think we have to remember this framework came out kinda gave this large roadmap, and the particular what that roadmap might look like in terms of standards awaited this birthing uh to use your word of the NGSX document and once it came out there was great confusion how you would pull that into your classroom in some reasonable way and where was the curriculum for all this I mean all natural questions rolled out so, I think your point though is in waiting I think the framework was relat- was released in 12 these uh NGSX was realeased 13 and we began our work with you early in 15.","['know', 'well', 'probably', 'little', 'piece', 'timing', 'release', 'framework', 'release', 'NGSX', 'think', 'remember', 'framework', 'came', 'kinda', 'gave', 'large', 'roadmap', 'particular', 'roadmap', 'might', 'look', 'like', 'terms', 'standards', 'awaited', 'birthing', 'use', 'word', 'NGSX', 'docent', 'came', 'great', 'confusion', 'would', 'pull', 'classroom', 'reasonable', 'way', 'curricul', 'mean', 'natural', 'questions', 'rolled', 'think', 'point', 'though', 'waiting', 'think', 'framework', 'relat', 'released', '12', 'NGSX', 'realeased', '13', 'began', 'work', 'early', '15']","['know', 'well', 'probably', 'little', 'piece', 'timing', 'release', 'framework', 'release', 'NGSX', 'think', 'remember', 'framework', 'came', 'kinda', 'gave', 'large', 'roadmap', 'particular', 'roadmap', 'might', 'look_like', 'terms', 'standards', 'awaited', 'birthing', 'use', 'word', 'NGSX', 'docent', 'came', 'great', 'confusion', 'would', 'pull', 'classroom', 'reasonable', 'way', 'curricul', 'mean', 'natural', 'questions', 'rolled', 'think', 'point', 'though', 'waiting', 'think', 'framework', 'relat', 'released', '12', 'NGSX', 'realeased', '13', 'began', 'work', 'early', '15']",0,"['know', 'think', 'NGSX', 'would', 'Science', 'get', 'Teachers', 'well', 'time', 'state']",0.9878423810005188
12,[00:12:24.00],Liz,No 2013 to 15 was new terrain (ASSENT) started I- I was part of the award for the (ASSENT) MSP that was my last MSP by the time you geared up I retired in early 2016.,"['2013', '15', 'new', 'terrain', 'assent', 'started', 'part', 'award', 'assent', 'msp', 'last', 'msp', 'time', 'geared', 'retired', 'early', '2016']","['2013', '15', 'new_terrain', 'assent', 'started', 'part', 'award', 'assent', 'msp', 'last', 'msp', 'time', 'geared', 'retired', 'early', '2016']",1,"['know', 'think', 'state', 'time', 'NGSX', 'Science', 'Teachers', 'say', 'get', 'way']",0.9575759768486023
13,[00:12:40.28],Jean,Exactly but I- boy thank you for correcting me so it's really 2013 that our work began and we had that initial meeting at Sacred Heart.,"['exactly', 'boy', 'thank', 'correcting', 'really', '2013', 'work', 'began', 'initial', 'meeting', 'sacred', 'heart']","['exactly', 'boy', 'thank', 'correcting', 'really', '2013', 'work', 'began', 'initial', 'meeting', 'sacred', 'heart']",0,"['know', 'think', 'NGSX', 'would', 'Science', 'get', 'Teachers', 'well', 'time', 'state']",0.9420726895332336
14,[00:12:53.01],Liz,"We'll always remember all of those meetings[laughters.] You know what in hindsight as I- going through it to try and bring lot of higher ed faculty and eagles together in a room united with a common purpose which had never been done before in our state and I don't know if it's been done in any state, um I- I was probably blissfully naive[laughs] maybe I knew it would be a challenge, obviously it was challenging in part because of the format of MSP grants in other words I as the state leader didn't have the permission to award a grant to anybody, I had roles to play in terms of um saying what the state wanted and I could write very rigid parameters you must know this and you must have this so I could write parameters in RFP that basically um only certain people could fit um but the award goes to Sacred Heart university and that's where the PI is housed and although it was frustrating I know to all involved, in the end there were a lot of long phone calls with- with you guys[laughs] uh with the Sacred Heart PI oh many nights and weekends um in the final analysis there was more good than harm that came out of it, and the very best part was (ASSENT) as a continuation of the network that was started by bringing together (IG) faculty. Um I want to talk more about that and maybe there's another question where I'll fit it in but I- I don't want to forget to get back to your question which actually gave me a chuckle was there a prevailing sense that teachers would need support in making these kinds of teaching shifts that we envisioned in NGSX, um and again because this was a process of many years from let's say 2012 through 2015 and beyond um our understanding of the framework and NGSX and their implications evolved over that time and continues to evolve it shifts where the emphasis is, I don't think when NGSX first came out that the focus was on phenonmenon and yet over the a year or two after it was published we said yeah explaining phenonmenon is what this really means this really means using your sciencce knowledge and practices not just for their own sake but to explain a phenonmenon that you might not have encountered before the application that took time to evolve your- that focus and emphasis on equity in science instruction yes it was there yes it was one of the epenthesese but heck we had 13 epenthesese which one do you[laughs] which one is gonna be the one you know, so I can see that over time it ebbs and flows um so um I just wanna say that no there was not a prevailing sense among the education community in our state of the enormous shift that this would mean for instruction, there's always a state of inertia in education that you know what we've been doing is pretty good and we don't need to throw out the baby with the bath water um and so no I don't think anybody realized that at first this was gonna be a very different way of teaching, we BCSSC was really an invaluable resource for us in Connecticut and I'm sure that it was for all of the states that (sent) leadership teams I mean it was really- I think it was a brillian conception on the part of all of the people that organized it and I know you were a part of it so I'm not just saying it to you know to be complimentary but it helped tremendously I think that--","['always', 'remember', 'meetings', 'one', 'gon', 'na', 'one', 'know', 'see', 'time', 'ebbs', 'flows', 'wan', 'na', 'say', 'prevailing', 'sense', 'among', 'education', 'community', 'state', 'enormous', 'shift', 'would', 'mean', 'instruction', 'always', 'state', 'inertia', 'education', 'know', 'pretty', 'good', 'need', 'throw', 'baby', 'bath', 'water', 'think', 'anybody', 'realized', 'first', 'gon', 'na', 'different', 'way', 'teaching', 'bcssc', 'really', 'invaluable', 'resource', 'us', 'Connecticut', 'sure', 'states', 'sent', 'leadership', 'teams', 'mean', 'really', 'think', 'brillian', 'conception', 'part', 'people', 'organized', 'know', 'part', 'saying', 'know', 'complimentary', 'helped', 'tremendously', 'think']","['always', 'remember', 'meetings', 'one', 'gon_na', 'one', 'know', 'see', 'time', 'ebbs', 'flows', 'wan_na', 'say', 'prevailing_sense', 'among', 'education', 'community', 'state', 'enormous', 'shift', 'would', 'mean', 'instruction', 'always', 'state', 'inertia', 'education', 'know', 'pretty', 'good', 'need', 'throw', 'baby', 'bath', 'water', 'think', 'anybody', 'realized', 'first', 'gon_na', 'different', 'way', 'teaching', 'bcssc', 'really', 'invaluable', 'resource', 'us', 'Connecticut', 'sure', 'states', 'sent', 'leadership', 'teams', 'mean', 'really', 'think', 'brillian', 'conception', 'part', 'people', 'organized', 'know', 'part', 'saying', 'know', 'complimentary', 'helped', 'tremendously', 'think']",1,"['know', 'think', 'state', 'time', 'NGSX', 'Science', 'Teachers', 'say', 'get', 'way']",0.5908288955688477
15,[00:17:44.00],Jean,OV:Yeah the stated needed something and um.,"['yeah', 'stated', 'needed', 'something']","['yeah', 'stated', 'needed', 'something']",2,"['know', 'think', 'right', 'yeah', 'Teachers', 'one', 'time', 'would', 'teacher', 'NGSX']",0.8520788550376892
16,[00:17:50.03],Liz,"To educate us first as state leaders so we can make decisions [indistinct] efficiency oh this is what this is about you couldn't- you couldn't reach it just by reading the framework, and we were involved in early framework draft reviews I put together a team it must have been in 2011 and we- we Peter McClarin hosted it on New England frameword draft review it was confusing it was- what is this what is this vision it- it- really it was difficult to wrap one's head around. Um but in short what I want to say about this the sense of the need for teacher support is that it too evolved over time and I think it started for the state leadership team at those BCSSE conferences where we could come into contact with framework writers with NGS writers and for me that became um an ongoing theme that I wanted the educators in my state to have that same opportunity to come into contact directly with framework authors and NGSX developers cus I- I always think that you know you bring Mohammed to the mountain you know it's like I wanted them to come to the mountain not to hear it from somebody else who interpreted their way who trained somebody else who interpreted it their way, by the time yo uget to the end of the line of telephone operators you get a very different message so NGSX in my mind was the pathway to framework authors so that my teahcers in my state could hear directly from the experts from the people who conceptualized it what were we thinking what we think it look like, I thought well there's no better way and even though NGSX was still in development at the time that was a reason that I felt good about subsidizing it the continued development of NGSX uni, I thought that this is an investment in the future not just for Connecticut but for the nation cus everybody will at least have some access to it, so--","['educate', 'us', 'first', 'state', 'leaders', 'make', 'decisions', 'efficiency', 'oh', 'could', 'could', 'reach', 'reading', 'framework', 'involved', 'early', 'framework', 'draft', 'reviews', 'put', 'together', 'team', 'must', '2011', 'peter', 'mcclarin', 'hosted', 'new', 'england', 'frameword', 'draft', 'review', 'confusing', 'vision', 'really', 'difficult', 'wrap', 'one', 'head', 'around', 'short', 'want', 'say', 'sense', 'need', 'teacher', 'support', 'evolved', 'time', 'think', 'started', 'state', 'leadership', 'team', 'bcsse', 'conferences', 'could', 'come', 'contact', 'framework', 'writers', 'ngs', 'writers', 'became', 'ongoing', 'theme', 'wanted', 'educators', 'state', 'opportunity', 'come', 'contact', 'directly', 'framework', 'authors', 'NGSX', 'developers', 'cus', 'always', 'think', 'know', 'bring', 'mohammed', 'mountain', 'know', 'like', 'wanted', 'come', 'mountain', 'hear', 'somebody', 'else', 'interpreted', 'way', 'trained', 'somebody', 'else', 'interpreted', 'way', 'time', 'yo', 'uget', 'end', 'line', 'telephone', 'operators', 'get', 'different', 'message', 'NGSX', 'mind', 'pathway', 'framework', 'authors', 'teahcers', 'state', 'could', 'hear', 'directly', 'experts', 'people', 'conceptualized', 'thinking', 'think', 'look', 'like', 'thought', 'well', 'better', 'way', 'even', 'though', 'NGSX', 'still', 'development', 'time', 'reason', 'felt', 'good', 'subsidizing', 'continued', 'development', 'NGSX', 'uni', 'thought', 'investment', 'future', 'Connecticut', 'nation', 'cus', 'everybody', 'least', 'access']","['educate', 'us', 'first', 'state', 'leaders', 'make', 'decisions', 'efficiency', 'oh', 'could', 'could', 'reach', 'reading', 'framework', 'involved', 'early', 'framework', 'draft', 'reviews', 'put_together', 'team', 'must', '2011', 'peter', 'mcclarin', 'hosted', 'new', 'england', 'frameword', 'draft', 'review', 'confusing', 'vision', 'really', 'difficult', 'wrap', 'one', 'head', 'around', 'short', 'want', 'say', 'sense', 'need', 'teacher', 'support', 'evolved', 'time', 'think', 'started', 'state', 'leadership_team', 'bcsse', 'conferences', 'could', 'come', 'contact', 'framework', 'writers', 'ngs', 'writers', 'became', 'ongoing', 'theme', 'wanted', 'educators', 'state', 'opportunity', 'come', 'contact', 'directly', 'framework', 'authors', 'NGSX', 'developers', 'cus', 'always', 'think', 'know', 'bring', 'mohammed', 'mountain', 'know', 'like', 'wanted', 'come', 'mountain', 'hear', 'somebody', 'else', 'interpreted', 'way', 'trained', 'somebody', 'else', 'interpreted', 'way', 'time', 'yo', 'uget', 'end', 'line', 'telephone', 'operators', 'get', 'different', 'message', 'NGSX', 'mind', 'pathway', 'framework', 'authors', 'teahcers', 'state', 'could', 'hear', 'directly', 'experts', 'people', 'conceptualized', 'thinking', 'think', 'look_like', 'thought', 'well', 'better', 'way', 'even_though', 'NGSX', 'still', 'development', 'time', 'reason', 'felt', 'good', 'subsidizing', 'continued', 'development', 'NGSX', 'uni', 'thought', 'investment', 'future', 'Connecticut', 'nation', 'cus', 'everybody', 'least', 'access']",1,"['know', 'think', 'state', 'time', 'NGSX', 'Science', 'Teachers', 'say', 'get', 'way']",0.9945822358131409
17,[00:20:29.16],Jean,"That's- that's great we're counting- I- it's terrific um, I want to invite Maggie to get into this conversation cus I'm sure she might have a question or two or reach out for some clarification.","['great', 'counting', 'terrific', 'want', 'invite', 'maggie', 'get', 'conversation', 'cus', 'sure', 'might', 'question', 'two', 'reach', 'clarification']","['great', 'counting', 'terrific', 'want', 'invite', 'maggie', 'get', 'conversation', 'cus', 'sure', 'might', 'question', 'two', 'reach', 'clarification']",0,"['know', 'think', 'NGSX', 'would', 'Science', 'get', 'Teachers', 'well', 'time', 'state']",0.9549782276153564
18,[00:20:46.10],Maggie,"I wanna ask a quick clarification question, so I attended Connecticut public schools from 2002 to 2014 and I entered highschool in 2010 um and so from a student's perspective it didn't feel- so I guess my first question is uh the CMT I don't even remember what it stands for Connecticut something test[Liz:OV:Mastery-test] but that was- Mastery test okay um so that was something that I've taken for years I didn't know what it was like to not take it um was that a product of- first part of the question was that a product of No child left behind instead of Common core or where does that come from and how did that influcence the policy and the teachers' perception of the shift to Common core and then NGSX adoption because for me entering highschool in 2010 when Common core came out I think based on yeah- um it didn't feel particularly different for me it just felt like an additional or different test that I had to take but it sounds- of course it sounds very different story on the other side on the implementation side, but I guess I'm curious about- if you could talk a little about the other side of that both the relationship of prior testing to what the change actually was and then a little bit more about how the teachers' experiences and policy experiences different from the students' experiences?","['wan', 'na', 'ask', 'quick', 'clarification', 'question', 'attended', 'Connecticut', 'public', 'schools', '2002', '2014', 'entered', 'highschool', '2010', 'student', 'perspective', 'feel', 'guess', 'first', 'question', 'cmt', 'even', 'remember', 'stands', 'Connecticut', 'something', 'test', 'mastery', 'test', 'okay', 'something', 'taken', 'years', 'know', 'like', 'take', 'product', 'first', 'part', 'question', 'product', 'child', 'left', 'behind', 'instead', 'common', 'core', 'come', 'influcence', 'policy', 'Teachers', 'perception', 'shift', 'common', 'core', 'NGSX', 'adoption', 'entering', 'highschool', '2010', 'common', 'core', 'came', 'think', 'based', 'yeah', 'feel', 'particularly', 'different', 'felt', 'like', 'additional', 'different', 'test', 'take', 'sounds', 'course', 'sounds', 'different', 'story', 'side', 'implementation', 'side', 'guess', 'curious', 'could', 'talk', 'little', 'side', 'relationship', 'prior', 'testing', 'change', 'actually', 'little', 'bit', 'Teachers', 'experiences', 'policy', 'experiences', 'different', 'students', 'experiences']","['wan_na', 'ask', 'quick', 'clarification', 'question', 'attended', 'Connecticut', 'public', 'schools', '2002', '2014', 'entered', 'highschool', '2010', 'student', 'perspective', 'feel', 'guess', 'first_question', 'cmt', 'even', 'remember', 'stands', 'Connecticut', 'something', 'test', 'mastery', 'test', 'okay', 'something', 'taken', 'years', 'know', 'like', 'take', 'product', 'first', 'part', 'question', 'product', 'child', 'left', 'behind', 'instead', 'common_core', 'come', 'influcence', 'policy', 'Teachers', 'perception', 'shift', 'common_core', 'NGSX', 'adoption', 'entering', 'highschool', '2010', 'common_core', 'came', 'think', 'based', 'yeah_feel', 'particularly', 'different', 'felt', 'like', 'additional', 'different', 'test', 'take', 'sounds', 'course', 'sounds', 'different', 'story', 'side', 'implementation', 'side', 'guess', 'curious', 'could', 'talk', 'little', 'side', 'relationship', 'prior', 'testing', 'change', 'actually', 'little_bit', 'Teachers', 'experiences', 'policy', 'experiences', 'different', 'students', 'experiences']",0,"['know', 'think', 'NGSX', 'would', 'Science', 'get', 'Teachers', 'well', 'time', 'state']",0.9152081608772278
19,[00:22:18.10],Liz,"That's a good question um and I'm the right person[laughs]. So a little historical context cus I- I- in my fifteen years as the state science leader I lived through 2 standards adoption with their state assessment their corresponding state assessment and any adoption of state standards is- it- it's like birthing a baby only it takes longer[laughs] so sometimes it's like cesarean section[laughs] sometimes it's a four-step delivery, it's just- it's never as easy as people think it's like oh okay we read these standards they look good to us we like them we'll adopt them but that's just the beginning of years and years of work so, to your ladder question like how come I didn't feel the change in these standards when I went into highschool it was much too early, it takes years for the standards to be disseminated through professional development so that teachers begin to understand what does this mean what are the implications of what I teach and how I teach, and then it takes years to develop a new assessment that is um representative of the vision in those standards, so you probably did not take- I don't think you took a smarter balance assessment I don't think it was ready yet um so probably you still took CAP.","['good', 'question', 'right', 'person', 'sometimes', 'fourstep', 'delivery', 'never', 'easy', 'people', 'think', 'like', 'oh', 'okay', 'read', 'standards', 'look', 'good', 'us', 'like', 'adopt', 'beginning', 'years', 'years', 'work', 'ladder', 'question', 'like', 'come', 'feel', 'change', 'standards', 'went', 'highschool', 'much', 'early', 'takes', 'years', 'standards', 'disseminated', 'professional', 'development', 'Teachers', 'begin', 'understand', 'mean', 'implications', 'teach', 'teach', 'takes', 'years', 'develop', 'new', 'assessment', 'representative', 'vision', 'standards', 'probably', 'take', 'think', 'took', 'smarter', 'balance', 'assessment', 'think', 'ready', 'yet', 'probably', 'still', 'took', 'cap']","['good_question', 'right', 'person', 'sometimes', 'fourstep', 'delivery', 'never', 'easy', 'people', 'think', 'like', 'oh', 'okay', 'read', 'standards', 'look', 'good', 'us', 'like', 'adopt', 'beginning', 'years', 'years', 'work', 'ladder', 'question', 'like', 'come', 'feel', 'change', 'standards', 'went', 'highschool', 'much', 'early', 'takes', 'years', 'standards', 'disseminated', 'professional_development', 'Teachers', 'begin', 'understand', 'mean', 'implications', 'teach', 'teach', 'takes', 'years', 'develop', 'new', 'assessment', 'representative', 'vision', 'standards', 'probably', 'take', 'think', 'took', 'smarter', 'balance', 'assessment', 'think', 'ready', 'yet', 'probably', 'still', 'took_cap']",2,"['know', 'think', 'right', 'yeah', 'Teachers', 'one', 'time', 'would', 'teacher', 'NGSX']",0.9889410138130188
20,[00:23:54.06],Maggie,Yes that's what it was I was trying to remember yeah I took CAP.,"['yes', 'trying', 'remember', 'yeah', 'took', 'cap']","['yes', 'trying', 'remember', 'yeah', 'took_cap']",2,"['know', 'think', 'right', 'yeah', 'Teachers', 'one', 'time', 'would', 'teacher', 'NGSX']",0.8757465481758118
21,[00:23:57.00],Liz,You took CAP as a tenth grader[Maggie:Yes] um you took a science CAP you did a science experiment you did a performance task um and you took a--,"['took', 'cap', 'tenth', 'grader', 'took', 'Science', 'cap', 'Science', 'experiment', 'performance', 'task', 'took']","['took_cap', 'tenth', 'grader', 'took', 'Science', 'cap', 'Science', 'experiment', 'performance', 'task', 'took']",0,"['know', 'think', 'NGSX', 'would', 'Science', 'get', 'Teachers', 'well', 'time', 'state']",0.9409396648406982
22,[00:24:08.00],Maggie,Don't remember that part but I- I'm sure.,"['remember', 'part', 'sure']","['remember', 'part', 'sure']",0,"['know', 'think', 'NGSX', 'would', 'Science', 'get', 'Teachers', 'well', 'time', 'state']",0.8151405453681946
23,[00:24:10.00],Liz,Wait which one do you do do you remember?,"['wait', 'one', 'remember']","['wait', 'one', 'remember']",0,"['know', 'think', 'NGSX', 'would', 'Science', 'get', 'Teachers', 'well', 'time', 'state']",0.8117706775665283
24,[00:24:12.00],Maggie,I- I don't remember the uh the experiment part but I'm sure that you're right.,"['remember', 'experiment', 'part', 'sure', 'right']","['remember', 'experiment', 'part', 'sure', 'right']",0,"['know', 'think', 'NGSX', 'would', 'Science', 'get', 'Teachers', 'well', 'time', 'state']",0.8758219480514526
25,[00:24:16.01],Liz,"For some students that's only time they lay their hands on anything that even looks like science probably not for you where you went to school but when we talk about equity in science education that's an important piece to keep in mind. Um so the relationship of CMT and CAP were the state assessments that were linked to um the standards that Connecticut adopeted in 2004, so that was the first set of standards that I was involved in the development of adoption of and developing the science CMT, um so the state assessment has to be closely linked to what's in the standards um we'll always take that very seriously in our state in some states um assessment and curriculum departments are housed in different parts of the department [indistinct] you don't necessarily talk to each other they don't always have that good alignment, but I found that when you don't people will teach what's on the test hello that's as simple as it is and when I did years of professional development around the state you know as much as I wanted to raise teachers' consciousness about good instruction engaging student student discourse all the things that are important and that matter you know what there're questions at the end of the presentation that are gonna be yeah this is all great and it's interesting Liz you did a great job what's on the test can you just tell us what's on the test, you know and I would hold up our standards and I said this this is it there is no more- there's no secret, um so yes those standards from 2004 were a product of No child left behind legislation and the science CMT that was administered in 2008 so again we gave the teachers in our states 4 years between when the standards were published and when they were first tested we spent those 4 years doing professional development and curriculum alignment so that kids would have a chance to learn what's on the test, um what we learned from that is that it takes even more time than that because most distrcits as you may know don't start to pay close attention until the first test is given that's aligned with the new standards, in Connecticut that just happened this spring from my- from my keeping in touch with my buddies in the state what they tell me is many may districts the majority of districts I'd say that haven't begun to think too much about it and they're gonna wait until they get the results from their- that first assessment, um what's going on this summer is a very politically and educationally important process that's called standards setting, so they're gonna bring together committees of teachers every state will do this for their assessment, they'll look at the students' test scores they'll look at every questions and the percentages of kids that answered it right and wrong and um working as a committee they're gonna decide that basically in plain language how many questions do you need to answer correctly in order to pass the test how many questions make you proficient how many questions answered correctly make you uh advanced and those scores are what become um public knowledge and those scores are what used to evaluate and hold school districts accountable and people judge if this's a good school or bad school based on those test scores so they become very influential um the standards setting can be hugely influential um, and what I learned back in 2008 when we went through this is that if you set your standards too low and you make it a little too easy to pass the test because it would be horrible if almost everybody didn't pass the test[laughs] (heaven) then as soon as the districts get that first set of scores from the first new test if they find that 85 percent of their kids are proficient they shove the pressure off of them all professional development in science stops we're good enough we have nothing to worry about now we have to return to focusing on reading and math and that's kind of what happened in Connecticut way back in 2008, so that's why this- the standards setting committee determine that if you answer half of the questions right on this very de minimis assessment I think I can't remember how many questions there weren't many questions 39 questions something like that you got half of them right your score was proficient, and you know I kind of uh I let people know that it wasn't a secret it was a published document it's just that you had to dig for it on the state website so I would use it in my professional development to try and light a fire onto teachers and I'd say would this be okay with you in your classroom if your kids got a 50 would you say good for you we're good to go you're proficient and they'd go no that's- that's a failing grade and I said well that's where we are[laughs]. So what's going on this summer in Connecticut and in several of the other states that administered their first NGSX assessment in 2019 will also be very influential, so that's the politics and the history of it the only reason Connecticut and many other states even have a state assessment in science is thanks to NCLB, so you can say that a lot of bad things come out of NCLB but that's one of the good things that came out of it that and disaggregating the results so that you can't sweep under the carpet anymore how your students of color are doing how are your english language learners doing because before that everybody was just lumped together and it was a big secret, so those were two really good things that came of it.","['students', 'time', 'lay', 'hands', 'anything', 'even', 'looks', 'like', 'Science', 'probably', 'went', 'school', 'talk', 'equity', 'Science', 'education', 'important', 'piece', 'keep', 'mind', 'relationship', 'cmt', 'cap', 'state', 'assessments', 'linked', 'standards', 'Connecticut', 'adopeted', '2004', 'first', 'set', 'standards', 'involved', 'development', 'adoption', 'developing', 'Science', 'cmt', 'state', 'assessment', 'closely', 'linked', 'standards', 'always', 'take', 'seriously', 'state', 'states', 'assessment', 'curricul', 'departments', 'housed', 'different', 'parts', 'department', 'going', 'smer', 'Connecticut', 'several', 'states', 'administered', 'first', 'NGSX', 'assessment', '2019', 'also', 'influential', 'politics', 'history', 'reason', 'Connecticut', 'many', 'states', 'even', 'state', 'assessment', 'Science', 'thanks', 'nclb', 'say', 'lot', 'bad', 'things', 'come', 'nclb', 'one', 'good', 'things', 'came', 'disaggregating', 'results', 'ca', 'sweep', 'carpet', 'anymore', 'students', 'color', 'english', 'language', 'learners', 'everybody', 'lped', 'together', 'big', 'secret', 'two', 'really', 'good', 'things', 'came']","['students', 'time', 'lay', 'hands', 'anything', 'even', 'looks', 'like', 'Science', 'probably', 'went', 'school', 'talk', 'equity', 'Science_education', 'important', 'piece', 'keep_mind', 'relationship', 'cmt', 'cap', 'state', 'assessments', 'linked', 'standards', 'Connecticut', 'adopeted', '2004', 'first', 'set', 'standards', 'involved_development', 'adoption', 'developing', 'Science', 'cmt', 'state', 'assessment', 'closely', 'linked', 'standards', 'always', 'take', 'seriously', 'state', 'states', 'assessment', 'curricul', 'departments', 'housed', 'different', 'parts', 'department', 'going', 'smer', 'Connecticut', 'several', 'states', 'administered', 'first', 'NGSX', 'assessment', '2019', 'also', 'influential', 'politics', 'history', 'reason', 'Connecticut', 'many', 'states', 'even', 'state', 'assessment', 'Science', 'thanks', 'nclb', 'say', 'lot', 'bad', 'things', 'come', 'nclb', 'one', 'good_things', 'came', 'disaggregating', 'results', 'ca', 'sweep', 'carpet', 'anymore', 'students', 'color', 'english', 'language', 'learners', 'everybody', 'lped', 'together', 'big', 'secret', 'two', 'really_good', 'things', 'came']",1,"['know', 'think', 'state', 'time', 'NGSX', 'Science', 'Teachers', 'say', 'get', 'way']",0.6001166105270386
